0.000000	0.000000
0.000210	7.685687
0.000419	9.423180
0.000629	9.759412
0.000839	9.742660
0.001048	9.614919
0.001258	9.432453
0.001468	9.208837
0.001677	8.947918
0.001887	8.651411
0.002096	8.320645
0.002306	7.956965
0.002516	7.561816
0.002725	7.136765
0.002935	6.683491
0.003145	6.203788
0.003354	5.699552
0.003564	5.172777
0.003774	4.625547
0.003983	4.060026
0.004193	3.478450
0.004403	2.883118
0.004612	2.276385
0.004822	1.660650
0.005032	1.038348
0.005241	0.411940
0.005451	-0.216097
0.005661	-0.843279
0.005870	-1.467126
0.006080	-2.085172
0.006289	-2.694973
0.006499	-3.294116
0.006709	-3.880232
0.006918	-4.451005
0.007128	-5.004176
0.007338	-5.537559
0.007547	-6.049043
0.007757	-6.536607
0.007967	-6.998323
0.008176	-7.432363
0.008386	-7.837013
0.008596	-8.210672
0.008805	-8.551863
0.009015	-8.859235
0.009225	-9.131574
0.009434	-9.367803
0.009644	-9.566987
0.009854	-9.728339
0.010063	-9.851221
0.010273	-9.935147
0.010482	-9.979784
0.010692	-9.984958
0.010902	-9.950646
0.011111	-9.876985
0.011321	-9.764266
0.011531	-9.612935
0.011740	-9.423590
0.011950	-9.196980
0.012160	-8.934001
0.012369	-8.635693
0.012579	-8.303235
0.012789	-7.937943
0.012998	-7.541261
0.013208	-7.114757
0.013418	-6.660118
0.013627	-6.179142
0.013837	-5.673731
0.014046	-5.145884
0.014256	-4.597687
0.014466	-4.031310
0.014675	-3.448990
0.014885	-2.853032
0.015095	-2.245792
0.015304	-1.629670
0.015514	-1.007105
0.015724	-0.380557
0.015933	0.247497
0.016143	0.874571
0.016353	1.498187
0.016562	2.115878
0.016772	2.725203
0.016982	3.323750
0.017191	3.909155
0.017401	4.479100
0.017611	5.031333
0.017820	5.563670
0.018030	6.074006
0.018239	6.560323
0.018449	7.020697
0.018659	7.453308
0.018868	7.856445
0.019078	8.228515
0.019288	8.568045
0.019497	8.873693
0.019707	9.144251
0.019917	9.378649
0.020126	9.575959
0.020336	9.735401
0.020546	9.856346
0.020755	9.938314
0.020965	9.980981
0.021175	9.984179
0.021384	9.947896
0.021594	9.872274
0.021804	9.757612
0.022013	9.604365
0.022223	9.413138
0.022432	9.184686
0.022642	8.919915
0.022852	8.619870
0.023061	8.285739
0.023271	7.918842
0.023481	7.520630
0.023690	7.092679
0.023900	6.636679
0.024110	6.154436
0.024319	5.647855
0.024529	5.118940
0.024739	4.569782
0.024948	4.002553
0.025158	3.419497
0.025368	2.822918
0.025577	2.215176
0.025787	1.598675
0.025996	0.975851
0.026206	0.349169
0.026416	-0.278894
0.026625	-0.905855
0.026835	-1.529233
0.027045	-2.146564
0.027254	-2.755406
0.027464	-3.353352
0.027674	-3.938038
0.027883	-4.507151
0.028093	-5.058440
0.028303	-5.589727
0.028512	-6.098909
0.028722	-6.583973
0.028932	-7.043001
0.029141	-7.474178
0.029351	-7.875799
0.029561	-8.246276
0.029770	-8.584143
0.029980	-8.888064
0.030189	-9.156838
0.030399	-9.389402
0.030609	-9.584836
0.030818	-9.742367
0.031028	-9.861373
0.031238	-9.941382
0.031447	-9.982079
0.031657	-9.983302
0.031867	-9.945047
0.032076	-9.867465
0.032286	-9.750862
0.032496	-9.595700
0.032705	-9.402592
0.032915	-9.172302
0.033125	-8.905741
0.033334	-8.603963
0.033544	-8.268161
0.033754	-7.899662
0.033963	-7.499925
0.034173	-7.070530
0.034382	-6.613175
0.034592	-6.129668
0.034802	-5.621922
0.035011	-5.091945
0.035221	-4.541831
0.035431	-3.973758
0.035640	-3.389970
0.035850	-2.792776
0.036060	-2.184539
0.036269	-1.567663
0.036479	-0.944588
0.036689	-0.317778
0.036898	0.310289
0.037108	0.937129
0.037318	1.560263
0.037527	2.177227
0.037737	2.785582
0.037946	3.382921
0.038156	3.966882
0.038366	4.535157
0.038575	5.085498
0.038785	5.615728
0.038995	6.123751
0.039204	6.607558
0.039414	7.065236
0.039624	7.494975
0.039833	7.895075
0.040043	8.263955
0.040253	8.600155
0.040462	8.902347
0.040672	9.169335
0.040882	9.400063
0.041091	9.593619
0.041301	9.749237
0.041511	9.866303
0.041720	9.944353
0.041930	9.983079
0.042139	9.982327
0.042349	9.942100
0.042559	9.862558
0.042768	9.744015
0.042978	9.586940
0.043188	9.391954
0.043397	9.159828
0.043607	8.891479
0.043817	8.587970
0.044026	8.250501
0.044236	7.880405
0.044446	7.479146
0.044655	7.048312
0.044865	6.589605
0.045075	6.104840
0.045284	5.595934
0.045494	5.064900
0.045704	4.513836
0.045913	3.944922
0.046123	3.360409
0.046332	2.762607
0.046542	2.153880
0.046752	1.536636
0.046961	0.913316
0.047171	0.286384
0.047381	-0.341681
0.047590	-0.968394
0.047800	-1.591278
0.048010	-2.207870
0.048219	-2.815730
0.048429	-3.412456
0.048639	-3.995688
0.048848	-4.563118
0.049058	-5.112505
0.049268	-5.641674
0.049477	-6.148533
0.049687	-6.631078
0.049896	-7.087401
0.050106	-7.515698
0.050316	-7.914274
0.050525	-8.281553
0.050735	-8.616083
0.050945	-8.916542
0.051154	-9.181740
0.051364	-9.410630
0.051574	-9.602306
0.051783	-9.756011
0.051993	-9.871135
0.052203	-9.947225
0.052412	-9.983979
0.052622	-9.981252
0.052832	-9.939055
0.053041	-9.857554
0.053251	-9.737072
0.053461	-9.578085
0.053670	-9.381222
0.053880	-9.147262
0.054089	-8.877130
0.054299	-8.571893
0.054509	-8.232759
0.054718	-7.861069
0.054928	-7.458293
0.055138	-7.026024
0.055347	-6.565970
0.055557	-6.079952
0.055767	-5.569891
0.055976	-5.037804
0.056186	-4.485796
0.056396	-3.916048
0.056605	-3.330815
0.056815	-2.732410
0.057025	-2.123200
0.057234	-1.505594
0.057444	-0.882035
0.057654	-0.254987
0.057863	0.373069
0.058073	0.999650
0.058282	1.622278
0.058492	2.238490
0.058702	2.845851
0.058911	3.441958
0.059121	4.024453
0.059331	4.591035
0.059540	5.139461
0.059750	5.667563
0.059960	6.173254
0.060169	6.654533
0.060379	7.109496
0.060589	7.536346
0.060798	7.933393
0.061008	8.299069
0.061218	8.631926
0.061427	8.930648
0.061637	9.194055
0.061847	9.421105
0.062056	9.610899
0.062266	9.762688
0.062475	9.875870
0.062685	9.949999
0.062895	9.984781
0.063104	9.980079
0.063314	9.935911
0.063524	9.852452
0.063733	9.730032
0.063943	9.569136
0.064153	9.370398
0.064362	9.134606
0.064572	8.862692
0.064782	8.555731
0.064991	8.214936
0.065201	7.841656
0.065411	7.437366
0.065620	7.003666
0.065830	6.542271
0.066039	6.055004
0.066249	5.543793
0.066459	5.010659
0.066668	4.457711
0.066878	3.887135
0.067088	3.301188
0.067297	2.702187
0.067507	2.092499
0.067717	1.474537
0.067926	0.850744
0.068136	0.223587
0.068346	-0.404454
0.068555	-1.030896
0.068765	-1.653261
0.068975	-2.269089
0.069184	-2.875943
0.069394	-3.471425
0.069604	-4.053179
0.069813	-4.618905
0.070023	-5.166366
0.070232	-5.693397
0.070442	-6.197914
0.070652	-6.677921
0.070861	-7.131521
0.071071	-7.556920
0.071281	-7.952435
0.071490	-8.316502
0.071700	-8.647683
0.071910	-8.944667
0.072119	-9.206279
0.072329	-9.431486
0.072539	-9.619397
0.072748	-9.769268
0.072958	-9.880507
0.073168	-9.952674
0.073377	-9.985484
0.073587	-9.978807
0.073797	-9.932669
0.074006	-9.847253
0.074216	-9.722897
0.074425	-9.560092
0.074635	-9.359482
0.074845	-9.121860
0.075054	-8.848167
0.075264	-8.539484
0.075474	-8.197032
0.075683	-7.822165
0.075893	-7.416366
0.076103	-6.981240
0.076312	-6.518506
0.076522	-6.029995
0.076732	-5.517640
0.076941	-4.983464
0.077151	-4.429583
0.077361	-3.858184
0.077570	-3.271529
0.077780	-2.671936
0.077989	-2.061778
0.078199	-1.443466
0.078409	-0.819446
0.078618	-0.192186
0.078828	0.435835
0.079038	1.062131
0.079247	1.684228
0.079457	2.299665
0.079667	2.906007
0.079876	3.500858
0.080086	4.081865
0.080296	4.646731
0.080505	5.193221
0.080715	5.719175
0.080925	6.222512
0.081134	6.701244
0.081344	7.153475
0.081554	7.577419
0.081763	7.971398
0.081973	8.333854
0.082182	8.663355
0.082392	8.958597
0.082602	9.218412
0.082811	9.441774
0.083021	9.627799
0.083231	9.775752
0.083440	9.885046
0.083650	9.955251
0.083860	9.986089
0.084069	9.977436
0.084279	9.929329
0.084489	9.841957
0.084698	9.715665
0.084908	9.550953
0.085118	9.348472
0.085327	9.109024
0.085537	8.833554
0.085747	8.523152
0.085956	8.179046
0.086166	7.802597
0.086375	7.395293
0.086585	6.958744
0.086795	6.494677
0.087004	6.004928
0.087214	5.491432
0.087424	4.956221
0.087633	4.401410
0.087843	3.829195
0.088053	3.241837
0.088262	2.641659
0.088472	2.031035
0.088682	1.412380
0.088891	0.788139
0.089101	0.160782
0.089311	-0.467211
0.089520	-1.093357
0.089730	-1.715179
0.089939	-2.330218
0.090149	-2.936042
0.090359	-3.530257
0.090568	-4.110511
0.090778	-4.674510
0.090988	-5.220024
0.091197	-5.744896
0.091407	-6.247050
0.091617	-6.724500
0.091826	-7.175359
0.092036	-7.597843
0.092246	-7.990281
0.092455	-8.351123
0.092665	-8.678941
0.092875	-8.972438
0.093084	-9.230454
0.093294	-9.451969
0.093504	-9.636107
0.093713	-9.782139
0.093923	-9.889488
0.094132	-9.957730
0.094342	-9.986594
0.094552	-9.975967
0.094761	-9.925891
0.094971	-9.836563
0.095181	-9.708337
0.095390	-9.541720
0.095600	-9.337371
0.095810	-9.096097
0.096019	-8.818854
0.096229	-8.506737
0.096439	-8.160980
0.096648	-7.782952
0.096858	-7.374146
0.097068	-6.936179
0.097277	-6.470784
0.097487	-5.979800
0.097697	-5.465170
0.097906	-4.928928
0.098116	-4.373194
0.098325	-3.800167
0.098535	-3.212113
0.098745	-2.611356
0.098954	-2.000273
0.099164	-1.381280
0.099374	-0.756825
0.099583	-0.129377
0.099793	0.498583
0.100003	1.124571
0.100212	1.746112
0.100422	2.360748
0.100632	2.966049
0.100841	3.559620
0.101051	4.139115
0.101261	4.702243
0.101470	5.246775
0.101680	5.770560
0.101889	6.271525
0.102099	6.747690
0.102309	7.197171
0.102518	7.618192
0.102728	8.009086
0.102938	8.368310
0.103147	8.694441
0.103357	8.986190
0.103567	9.242405
0.103776	9.462070
0.103986	9.644319
0.104196	9.788429
0.104405	9.893832
0.104615	9.960110
0.104825	9.987001
0.105034	9.974399
0.105244	9.922354
0.105454	9.831072
0.105663	9.700913
0.105873	9.532392
0.106082	9.326177
0.106292	9.083081
0.106502	8.804067
