Actuator_mm,load_kN,Time_sec
0.00163181550760783,0.0948346633911133,0.146484375
0.00413392854170525,0.214437469482422,0.24609375
0.00521828815180925,0.354224212646484,0.345703125
0.00812251892057247,0.461105712890625,0.4453125
0.0100874694908271,0.571557800292969,0.544921875
0.0118106936497497,0.694057312011719,0.64453125
0.0133353705678019,0.815143310546875,0.744140625
0.0151612493937137,0.914524475097656,0.84375
0.0179356266016839,1.04737023925781,0.943359375
0.0195407592400443,1.16200524902344,1.04296875
0.0216064654523507,1.28624609375,1.142578125
0.0241003544942942,1.40103747558594,1.2421875
0.0254110127571039,1.49630712890625,1.341796875
0.0271192293439526,1.60337902832031,1.44140625
0.029728082154179,1.73018237304688,1.541015625
0.0310356626869179,1.85939074707031,1.640625
0.0327719062624965,1.97051538085938,1.740234375
0.0343721476383507,2.08521850585938,1.83984375
0.0369471054000314,2.19484057617188,1.939453125
0.0396379800804425,2.33600390625,2.0390625
0.0416869079344906,2.43894458007813,2.138671875
0.0427346531068906,2.56727954101563,2.23828125
0.0456990346719977,2.67908227539063,2.337890625
0.0470262821181677,2.77446899414063,2.4375
0.0505095958942547,2.90251928710938,2.537109375
0.0518789966008626,3.02289990234375,2.63671875
0.0533999664185103,3.1266484375,2.736328125
0.0558669053134508,3.23622607421875,2.8359375
0.057905930589186,3.36236987304688,2.935546875
0.0585898997087497,3.4586142578125,3.03515625
0.0613877127761953,3.57730322265625,3.134765625
0.0627706103841774,3.68468481445313,3.234375
0.0651452719466761,3.80053198242188,3.333984375
0.0676150084473193,3.92718139648438,3.43359375
0.070170201070141,4.03614892578125,3.533203125
0.0718752125976607,4.1485263671875,3.6328125
0.073573348345235,4.26006982421875,3.732421875
0.0749199971323833,4.36898486328125,3.83203125
0.0774267755332403,4.47892578125,3.931640625
0.0791381025919691,4.5652431640625,4.03125
0.0815766834421083,4.684208984375,4.130859375
0.0838988926261663,4.80660400390625,4.23046875
0.0856898914207704,4.90353955078125,4.330078125
0.0873130411491729,5.030927734375,4.4296875
0.0900879604159854,5.1479541015625,4.529296875
0.0916390490601771,5.25346435546875,4.62890625
0.0950329049373977,5.3489970703125,4.728515625
0.0954034549067728,5.457615234375,4.828125
0.0979024698608555,5.5585888671875,4.927734375
0.0995262380456552,5.67062109375,5.02734375
0.101938654552214,5.768171875,5.126953125
0.10356950951973,5.87653369140625,5.2265625
0.105013561551459,5.98615185546875,5.326171875
0.107690888398793,6.106794921875,5.42578125
0.109656612039544,6.2114619140625,5.525390625
0.111491826828569,6.3126484375,5.625
0.113360554678366,6.42422705078125,5.724609375
0.115167109470349,6.53782177734375,5.82421875
0.118469426524825,6.647166015625,5.923828125
0.119549091323279,6.741697265625,6.0234375
0.121344099170528,6.84558837890625,6.123046875
0.122089899377897,6.94938525390625,6.22265625
0.1252325164387,7.0506416015625,6.322265625
0.127208753838204,7.16617578125,6.421875
0.128499304992147,7.2756669921875,6.521484375
0.13099801435601,7.37315966796875,6.62109375
0.132103319629095,7.480169921875,6.720703125
0.136146540171467,7.57056591796875,6.8203125
0.136024740641005,7.69438720703125,6.919921875
0.139911644509993,7.79532421875,7.01953125
0.142181292176247,7.91265087890625,7.119140625
0.143583281897008,8.01496337890625,7.21875
0.144353834912181,8.09714794921875,7.318359375
0.148146224091761,8.1991337890625,7.41796875
0.148970881127752,8.2937509765625,7.517578125
0.150458392454311,8.39293359375,7.6171875
0.152864828123711,8.5164326171875,7.716796875
0.155602334416471,8.6139169921875,7.81640625
0.157275484525599,8.72125390625,7.916015625
0.159355200594291,8.81500390625,8.015625
0.161879521328956,8.9105830078125,8.115234375
0.163703036378138,9.01628515625,8.21484375
0.165384510182776,9.1148203125,8.314453125
0.166725818417035,9.2100048828125,8.4140625
0.170114857610315,9.309923828125,8.513671875
0.171367209986784,9.4200673828125,8.61328125
0.17298171587754,9.521162109375,8.712890625
0.174708780832589,9.615705078125,8.8125
0.177418871317059,9.717869140625,8.912109375
0.179848502739333,9.8177529296875,9.01171875
0.180900358827785,9.9224423828125,9.111328125
0.183994343387894,10.023791015625,9.2109375
0.186056160600856,10.133599609375,9.310546875
0.187045254278928,10.2331689453125,9.41015625
0.189283848158084,10.314931640625,9.509765625
0.191286992048845,10.41507421875,9.609375
0.192842097021639,10.4959345703125,9.708984375
0.19557389896363,10.5983251953125,9.80859375
0.197206565644592,10.706109375,9.908203125
0.199526752112433,10.7861865234375,10.0078125
0.20170261268504,10.8997646484375,10.107421875
0.202881725272164,10.9743544921875,10.20703125
0.205110191018321,11.0599677734375,10.306640625
0.208135286811739,11.16553515625,10.40625
0.20982489513699,11.262203125,10.505859375
0.209978534257971,11.3494599609375,10.60546875
0.21343634580262,11.4426552734375,10.705078125
0.215468287933618,11.529640625,10.8046875
0.216655185795389,11.6079794921875,10.904296875
0.219474284676835,11.711412109375,11.00390625
0.221580776269548,11.8114453125,11.103515625
0.224018978769891,11.880541015625,11.203125
0.22392654500436,11.9655166015625,11.302734375
0.227800934226252,12.06839453125,11.40234375
0.229459416004829,12.1567763671875,11.501953125
0.232087666518055,12.264095703125,11.6015625
0.233774102525786,12.340439453125,11.701171875
0.235581814195029,12.4221796875,11.80078125
0.237273721722886,12.5110263671875,11.900390625
0.238535561948083,12.591810546875,12
0.241606365307234,12.682275390625,12.099609375
0.243155212956481,12.771515625,12.19921875
0.244988012127578,12.84888671875,12.298828125
0.246536365011707,12.9205703125,12.3984375
0.248150317929685,13.01495703125,12.498046875
0.251967314397916,13.1009453125,12.59765625
0.253701291512698,13.1747041015625,12.697265625
